what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1370478932745
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1370478932745
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1370478932746
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1370478932773
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1370478932774
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1370478932775
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1370478932775
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1370478932776
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1370478932776
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1370478932786
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1370478932787
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1370478932787
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1370478932787
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1370478932788
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1370478932788
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1370478932789
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1370478932789
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1370478932838
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1370478932838
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1370478932839
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1370478932839
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1370478932839
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1370478932839
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1370478932853
os,sysinfo,,,"win32",1370478932853
arch,sysinfo,,,"x86_64",1370478932853
ws,sysinfo,,,"win32",1370478932853
locale,sysinfo,,,"pt_BR",1370478932853
processors,sysinfo,,,"8",1370478932853
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1370478932853
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1370478932853
java.specification.name,sysinfo,,,"Java Platform API Specification",1370478932853
java.specification.vendor,sysinfo,,,"Oracle Corporation",1370478932853
java.specification.version,sysinfo,,,"1.7",1370478932853
java.vendor,sysinfo,,,"Oracle Corporation",1370478932853
java.version,sysinfo,,,"1.7.0_01",1370478932853
java.vm.info,sysinfo,,,"mixed mode",1370478932853
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1370478932853
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1370478932853
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1370478932853
java.vm.specification.version,sysinfo,,,"1.7",1370478932853
java.vm.vendor,sysinfo,,,"Oracle Corporation",1370478932853
java.vm.version,sysinfo,,,"21.1-b02",1370478932853
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1370478932872
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1370478932880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370478933191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370478937023
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1370478938380
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1370478938399
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1370478938460
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1370478945818
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1370478945836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370478947288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370479025632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370479026534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370479027969
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370479028091
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1370479028296
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1370479029184
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1370479029193
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1370479029605
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1370479029607
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1370479029620
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1370479029636
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1370479029653
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1370479029669
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1370481997739
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1370481997740
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1370481997741
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1370481997742
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1370481997742
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1370481997743
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1370481997744
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1370481997745
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1370481997746
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1370481997746
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1370481997747
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1370481997748
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1370481997748
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1370481997749
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1370481997750
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1370481997751
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1370481997752
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1370481997752
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1370481997753
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1370481997754
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1370481997755
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1370481997756
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1370481997758
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1370481997759
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1370481997759
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1370481997760
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1370481997761
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1370481997761
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1370481997762
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1370481997763
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1370481997763
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1370481997765
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1370481997766
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1370481997767
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1370481997768
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1370481997769
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1370481997770
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1370481997770
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1370481997773
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1370481997774
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1370481997774
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1370481997775
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1370481997776
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1370481997776
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1370481997777
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1370481997777
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1370481997777
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1370481997779
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1370481997780
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1370481997780
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1370481997781
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1370481997782
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1370481997784
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1370481997785
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1370481997786
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1370481997787
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1370481997787
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1370481997789
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1370481997789
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1370481997790
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1370481997791
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1370481997792
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1370481997794
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1370481997795
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1370481997796
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1370481997797
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1370481997799
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1370481997800
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1370481997801
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1370481997801
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1370481997802
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1370481997802
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1370481997802
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1370481997803
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1370481997803
os,sysinfo,,,"win32",1370481997806
arch,sysinfo,,,"x86_64",1370481997806
ws,sysinfo,,,"win32",1370481997806
locale,sysinfo,,,"pt_BR",1370481997806
processors,sysinfo,,,"8",1370481997806
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1370481997806
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1370481997806
java.specification.name,sysinfo,,,"Java Platform API Specification",1370481997806
java.specification.vendor,sysinfo,,,"Oracle Corporation",1370481997806
java.specification.version,sysinfo,,,"1.7",1370481997806
java.vendor,sysinfo,,,"Oracle Corporation",1370481997806
java.version,sysinfo,,,"1.7.0_01",1370481997806
java.vm.info,sysinfo,,,"mixed mode",1370481997806
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1370481997806
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1370481997806
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1370481997806
java.vm.specification.version,sysinfo,,,"1.7",1370481997806
java.vm.vendor,sysinfo,,,"Oracle Corporation",1370481997806
java.vm.version,sysinfo,,,"21.1-b02",1370481997806
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1370481997812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482017402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482017645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482020791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482023372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482027549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1370482079811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482084947
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1370482094543
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1370482094559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482094808
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1370482099370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482100152
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1370482100433
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1370482100462
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1370482100574
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1370482100709
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1370482101115
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1370482101397
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1370482101440
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1370482101444
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1370482101540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482101695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482111399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482114351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482129674
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1370482137258
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1370482137288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482137645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482145588
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1370482145596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482151222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482157174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482158582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482163090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482166649
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1370482192350
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1370482192645
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1370482192725
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482193434
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370482195048
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370482195259
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1370482195469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482199934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482204840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482206234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482212432
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482214803
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1370482215084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482215475
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1370482226226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1370482226440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482228076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370482233698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1370482234851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1370482236826
